PM2.5, PM10, SO2, NO2, CO, O3, U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, 
24.31,34.86,6.39,9.99,0.53,65.96,-6.13,2.29,296.55,83.59,101408.2,21.67,109.25, 
25.08,36.09,6.51,10.2,0.51,67.99,-6.72,2.46,296.56,83.82,101428.41,21.66,109.39, 
27.31,39.84,7.6,13.02,0.57,62.59,-6.48,1.89,296.04,83.23,101481.28,21.65,109.68, 
27.69,40.98,7.75,13.6,0.59,62.92,-6.39,1.79,296.05,83.98,101488.65,21.65,109.82, 
28.11,42.17,8.26,14.19,0.58,63.74,-6.42,1.76,295.91,84.08,101454.59,21.64,109.96, 
28.51,43.3,8.79,14.6,0.58,64.91,-6.53,1.81,295.88,84.17,101442,21.63,110.11, 
28.78,44.39,9.37,14.71,0.58,66.07,-6.84,1.75,295.78,84.12,101374.11,21.63,110.25, 
29.19,45.71,9.77,14.92,0.58,66.33,-7.07,1.67,295.63,84.36,101293.93,21.62,110.39, 
29.31,46.37,10.42,15.42,0.58,66.43,-7.16,1.57,295.64,84.04,101406.45,21.61,110.54, 
29.29,45.89,11.1,15.6,0.56,66.94,-7.32,1.43,295.75,83.24,101569.94,21.61,110.68, 
29.29,45.2,10.63,14.42,0.53,68.29,-7.56,1.1,295.75,83.07,101619.46,21.6,110.83, 
29.16,44.69,8.34,11.25,0.5,70.97,-7.96,0.61,295.7,83.24,101627.04,21.59,110.97, 
29.95,44.93,6.54,9.07,0.48,72.72,-8.26,-0.09,295.2,85.43,101184.85,21.58,111.11, 
30.83,44.55,6.02,8.75,0.46,73.27,-7.77,-1.25,294.86,87.26,101041.77,21.58,111.26, 
31.36,44.08,5.86,8.77,0.43,75.23,-6.96,-2.31,295.28,86.81,101768.39,21.57,111.4, 
30.82,41.91,5.54,7.77,0.37,81.06,-7.1,-2.22,295.5,88.33,101733.88,21.56,111.54, 
21.78,30.57,6.23,4.79,0.27,48.52,-0.94,1.32,289.52,80.14,88534.87,21.77,100.03, 
22.05,34.76,5.87,7.65,0.31,38.15,-0.42,1.59,289.24,81.1,88030.55,21.78,100.17, 
22.12,36.52,5.33,8.18,0.32,34.07,0.34,3.13,289.37,78.54,87595.11,21.79,100.32, 
22.82,39.4,5.61,10.3,0.36,33.21,1.55,3.85,288.75,77.73,85483.71,21.79,100.46, 
24.46,44.31,6.23,14.13,0.41,31.87,2.19,3.26,288.61,78.67,85337.47,21.8,100.6, 
24.06,43.23,6.3,14.25,0.41,31.04,1.82,1.82,291.1,72.56,90123.1,21.8,100.75, 
23.09,39.62,6.12,11.83,0.38,33.6,1.07,1.14,292.31,70.37,93479.97,21.81,100.89, 
21.7,34.22,5.58,7.68,0.33,36.13,-0.06,1.56,291.88,73.23,93054.77,21.81,101.04, 
21.25,32.72,5.51,7.97,0.32,36.86,-0.64,1.84,291.84,73.23,92263.28,21.82,101.18, 
21.52,33.07,5.69,9.08,0.33,35.92,-0.19,2.72,291.53,73.08,90360.77,21.82,101.32, 
21.7,32.35,5.96,7.83,0.31,38.12,0.21,2.8,290.29,76.09,88256.88,21.83,101.47, 
21.81,30.38,6.34,5.51,0.28,43.11,0.54,2.02,289.77,78.38,88038.34,21.83,101.61, 
21.43,26.59,6.09,1.93,0.24,52.62,0.55,2.14,290.1,78.85,88650.48,21.84,101.76, 
29.95,42.65,8.19,7.13,0.47,60.12,-2.19,-0.77,293.18,93.05,97339.46,21.86,107.09, 
24.34,35.51,6.5,7.44,0.47,57.76,-2.82,0.3,293.68,91.21,97169.25,21.86,107.23, 
23.15,33.5,6.1,7.96,0.47,56.74,-3.58,1.54,293.51,92.49,96579.26,21.86,107.38, 
24.03,34.27,6.5,8.84,0.48,56.69,-3.68,2.24,293.34,94.58,96582.95,21.85,107.52, 
25.55,36.47,7.28,10.55,0.52,54.03,-3.41,2.31,293.23,96.51,96734.27,21.85,107.67, 
26.37,37.97,8.12,12.59,0.58,51.76,-3.68,1.69,293.1,97.34,96742.27,21.85,107.81, 
27.83,40.58,8.63,14.38,0.65,46.83,-3.69,0.76,293.15,97.72,97468.15,21.84,107.96, 
27.56,41.36,9.74,16.44,0.72,45.08,-3.05,-0.92,294.02,94.85,99199.5,21.84,108.1, 
26.81,42.21,12.42,21.01,0.8,41.52,-2.7,-1.7,294.86,91.65,100664.57,21.84,108.24, 
24.59,39.08,12.85,19.67,0.77,45.12,-2.9,-1.29,295.67,88.67,101408.23,21.83,108.39, 
21.48,32.56,8.83,12.73,0.65,55.95,-3.49,0.98,296.13,85.96,101531.25,21.82,108.68, 
21.56,31.62,6.81,10.08,0.61,59.78,-4,1.57,296.39,84.36,101461.65,21.82,108.82, 
22.23,32.65,6.99,11.21,0.62,58.9,-4.74,2.04,296.33,83.73,101381.99,21.81,108.96, 
23.26,33.73,7,11.58,0.61,59.67,-5.23,2.27,296.33,83.24,101284.83,21.81,109.11, 
24.28,34.68,6.55,11.33,0.59,61.23,-5.66,2.47,296.39,82.5,101322.34,21.8,109.25, 
25.47,36.31,6.86,11.71,0.57,62.17,-6.06,2.8,296.38,82.05,101389.81,21.8,109.4, 
26.47,38.05,7.25,12.36,0.58,62.35,-6.42,2.88,296.06,82.58,101066.2,21.79,109.54, 
27.65,39.71,7.51,13,0.59,61.5,-6.52,2.32,295.53,84.15,100631.09,21.79,109.68, 
28.26,41.1,7.73,13.84,0.6,60.96,-6.22,1.98,295.4,84.5,100660.15,21.78,109.83, 
28.64,42.25,8.19,14.61,0.6,61.18,-5.97,1.86,295.5,83.83,100928.96,21.77,109.97, 
29.13,43.62,8.72,15.39,0.6,61.19,-6.15,2.01,295.66,82.82,101184.62,21.77,110.11, 
29.27,44.68,9.44,15.86,0.59,61.43,-6.44,2.14,295.71,82.04,101250.51,21.76,110.26, 
29.45,45.54,10.1,16.35,0.59,61.57,-6.54,2.2,295.62,82.07,101210.14,21.75,110.4, 
29.39,45.9,10.99,17.14,0.58,61.38,-6.6,2.17,295.72,81.24,101365.08,21.75,110.55, 
29.16,45,11.59,17.21,0.56,61.92,-6.92,2.06,295.92,79.96,101550.58,21.74,110.69, 
29.07,44.06,10.81,15.66,0.53,63.55,-7.33,1.7,295.94,79.46,101527.01,21.73,110.83, 
29.18,43.76,8.24,12.34,0.51,66.22,-7.66,0.82,295.95,79.28,101574.62,21.73,110.98, 
30.35,44.47,6.54,10.43,0.5,67.46,-8.16,-0.2,295.88,79.75,101537.48,21.72,111.12, 
32.85,46.52,6.15,10.65,0.5,67.04,-8.19,-1.3,294.85,84.35,100478.09,21.71,111.26, 
35.53,49,6.04,11.41,0.49,66.67,-6.76,-2.52,294.06,88.28,100043.34,21.7,111.41, 
36.29,48.22,6.15,11.6,0.46,68.86,-5.17,-2.51,294.2,88.49,100827.74,21.69,111.55, 
33.87,43.16,5.88,9.1,0.39,77.14,-5.23,-1.5,294.63,89.33,101027.45,21.69,111.7, 
24.1,32.62,4.96,4.73,0.28,95.16,-8.08,-1.88,295.51,90.54,101708.94,21.63,112.56, 
22.19,32.3,6.11,5.49,0.28,44.46,-0.18,2.82,288.85,80.66,86873.14,21.91,100.02, 
22.95,37.38,5.95,9.57,0.33,34.45,0.79,3.12,288.45,81.97,86045.62,21.91,100.17, 
23.68,40.45,5.69,12.37,0.37,32.72,1.06,2.81,288.58,80.97,87315.4,21.92,100.31, 
23.4,41.69,5.66,12.9,0.39,32.47,1.57,3.56,289.07,75.88,86523.06,21.93,100.45, 
24.33,44.7,5.99,14.23,0.42,31.36,1.75,3.22,289.03,76.09,86131.27,21.93,100.6, 
24.83,47.34,6.63,20.22,0.46,29.64,0.96,1.98,291.21,72.05,90694.47,21.94,100.74, 
24.38,46.69,6.73,21.16,0.46,30.59,0.04,0.7,292.04,71.21,93461.66,21.94,100.89, 
22.35,38.96,5.72,12.89,0.38,32.86,-0.86,0.79,291.28,75.46,92178.7,21.95,101.03, 
21.16,34.17,5.37,9.66,0.34,35.15,-0.75,0.57,291.19,75.68,91790.7,21.95,101.18, 
20.9,32.74,5.48,9.57,0.33,36.07,-0.27,1.44,291.7,73.18,91952.79,21.96,101.32, 
21.19,31.55,5.82,7.98,0.31,39.07,0.16,2.47,290.85,74.64,89492.55,21.96,101.46, 
21.77,29.36,6.3,4.99,0.27,46.97,0.52,2.51,289.86,77.67,88157.73,21.97,101.61, 
46.95,64.66,14.09,9.57,0.55,57.08,-2.79,-1.28,292.23,95.86,97581.14,22,106.8, 
41.6,61.46,12.7,11.39,0.6,50.71,-1.96,-1.36,292.29,95.73,98152.28,22,106.95, 
36.15,55.63,10.63,11.82,0.61,49.2,-1.64,-1.72,292.67,94.46,98769.09,22,107.09, 
30.52,47.37,7.87,10.98,0.59,49.2,-2.17,-1.47,293.02,94.42,98532.02,21.99,107.24, 
27.98,43.3,7.06,11.03,0.58,48.66,-2.87,-0.54,293.46,94.24,98181,21.99,107.38, 
27.55,42.23,7.15,11.96,0.6,47.59,-3.13,0.19,293.6,94.41,98040.55,21.99,107.53, 
27.26,42.1,7.59,13.19,0.64,46.19,-3.32,0.6,293.89,93.78,98415.09,21.98,107.67, 
27.9,42.98,8.03,14.15,0.68,45.25,-4.05,1,293.88,93.63,98549.62,21.98,107.81, 
30.24,45.72,8.34,15.14,0.73,43.51,-4.52,0.63,293.1,96.39,97858.58,21.98,107.96, 
31.45,47.27,8.78,17.05,0.78,40.65,-3.75,-0.78,292.89,96.54,97768.84,21.97,108.1, 
30.25,46.64,10.35,19.29,0.84,40.33,-2.58,-1.73,293.71,93.74,99542.26,21.97,108.25, 
26.98,41.9,10.73,17.52,0.83,43.21,-2.27,-1.8,294.99,88.57,101248.91,21.97,108.39, 
24.28,36.9,9.78,15.02,0.76,47.15,-2.64,-0.53,295.71,85.68,101558.75,21.96,108.54, 
22.54,34.3,8.74,13.93,0.74,50.3,-3.09,0.28,296.01,84.71,101504.35,21.96,108.68, 
21.6,32.07,6.73,11.35,0.68,54.58,-3.65,0.94,296.15,83.74,101368.05,21.95,108.82, 
21.62,31.85,6.52,11.15,0.65,56.39,-4.26,1.91,296.11,83.18,101199.41,21.95,108.97, 
22.65,32.82,6.42,11.12,0.63,57.79,-4.75,2.37,296.1,82.34,101105.03,21.94,109.11, 
23.72,33.99,6.36,11.14,0.62,59.15,-4.98,2.61,296.14,81.6,101109.12,21.94,109.26, 
24.7,35.25,6.54,11.37,0.61,60.07,-5.1,2.71,296.22,80.72,101212.71,21.93,109.4, 
25.55,36.46,6.76,11.38,0.6,61.3,-5.48,2.73,296.08,80.52,100935.05,21.93,109.55, 
26.67,37.78,6.97,11.25,0.58,63.26,-5.85,2.67,295.57,81.86,100242.83,21.92,109.69, 
27.92,39.64,7.19,11.74,0.58,63.29,-5.91,2.71,295.04,83.88,99884.76,21.91,109.83, 
28.7,41.3,7.39,12.84,0.59,61.45,-5.81,2.6,295.05,83.55,100231.33,21.91,109.98, 
28.92,42.21,7.59,13.48,0.59,61.02,-5.75,2.34,295.5,81.13,100931.03,21.9,110.12, 
28.75,42.84,7.87,13.79,0.58,60.87,-5.88,2.33,295.7,79.83,101211.17,21.89,110.27, 
28.55,43.16,8.16,13.88,0.57,61.46,-5.99,2.45,295.73,79.24,101226.83,21.89,110.41, 
28.1,42.9,8.41,13.92,0.55,62.02,-6.07,2.47,295.93,77.97,101402.48,21.88,110.55, 
27.58,41.88,8.39,13.28,0.53,63.2,-6.45,2.41,296.15,76.46,101512.36,21.87,110.7, 
27.64,41.12,7.69,11.9,0.5,64.68,-7.35,2.09,296.21,75.72,101438.39,21.87,110.84, 
29.04,41.72,6.66,10.39,0.48,65.78,-8.21,0.78,295.56,77.89,100697.7,21.86,110.99, 
31.87,44.16,6.2,10.04,0.47,65.06,-8.39,-1.1,294.75,81.4,99969.45,21.85,111.13, 
36.22,48.53,6.26,10.91,0.49,63.13,-7.9,-1.63,293.34,88,98576.11,21.84,111.27, 
40.26,53.12,6.36,12.56,0.51,61.4,-6.19,-1.36,292.21,93.82,97703.33,21.84,111.42, 
39.99,52.64,6.51,14.44,0.51,61.87,-4.69,-1.49,293.51,89.06,100006.02,21.83,111.56, 
37.84,48.74,6.54,13.88,0.47,65.96,-5.1,-1.04,294.85,84.58,101634.03,21.82,111.7, 
36.55,46.42,6.44,12.81,0.43,69.14,-5.84,-1.21,294.93,85.97,101495.63,21.81,111.85, 
34.51,43.56,6.72,11.37,0.39,73.47,-6.33,-1.55,295.39,85.7,101790.52,21.8,111.99, 
30.19,39.32,6.25,9.82,0.34,80.59,-7.15,-1.4,294.64,90.11,100521.73,21.78,112.28, 
25.76,35.75,5.65,9.5,0.31,88.71,-8.06,-1.95,295.28,89.91,101545.65,21.77,112.57, 
24.16,33.35,5.94,7.13,0.29,92.85,-8.04,-2.39,294.97,91.41,101401.8,21.75,112.85, 
22.62,33.66,6.31,7.01,0.3,41.04,0.88,3.5,288.63,79.48,86903.4,22.04,100.02, 
23.21,38.55,6.35,11.61,0.36,33.41,0.95,3.92,289.11,77.51,86940.2,22.05,100.16, 
23.97,42.2,6,13.48,0.4,32.88,0.64,2.89,288.49,80.72,87142.14,22.05,100.3, 
24.13,43.92,5.86,14.12,0.42,31.97,1.55,3.31,288.31,78.87,86064.95,22.06,100.45, 
23.94,43.74,5.9,13.56,0.41,31.5,2.08,2.93,288.95,76.22,86531.48,22.07,100.59, 
24.26,46.82,7.31,23.93,0.48,30.51,1.07,1.86,291.3,71.41,91191.74,22.07,100.74, 
23.83,46.23,8.31,30.36,0.5,31.62,-0.02,0.71,291.56,72.79,92733.52,22.08,100.88, 
21.72,37.73,6.16,14.77,0.39,33.28,-0.87,1.24,290.79,76.55,90502.88,22.08,101.03, 
20.84,32.73,5.31,7.51,0.33,35.31,-0.84,0.61,290.05,79.23,89665.77,22.09,101.17, 
21.03,32.09,5.38,7.42,0.32,36.32,-0.68,0.17,289.89,80.02,90453.99,22.09,101.31, 
21.82,31.28,5.89,6.66,0.3,41.2,-0.11,1.63,289.81,79.15,89733.54,22.1,101.46, 
49.31,72.11,15.59,12.74,0.65,47.85,-2.47,-1.31,292.2,96.12,98299.59,22.14,106.81, 
43.01,67.09,13.05,14.7,0.7,41.57,-2.05,-1.55,292.42,95.62,99162.02,22.13,106.95, 
39.79,64.54,11.45,15.57,0.71,40.12,-2.18,-1.81,292.63,95.29,99555.16,22.13,107.1, 
36.05,58.89,8.96,14.69,0.7,40.44,-2.38,-1.87,292.72,95.7,99414.16,22.13,107.24, 
33.61,54.34,7.83,14.6,0.69,40.72,-2.54,-1.75,292.94,96,99241.67,22.12,107.39, 
31.19,49.78,7.44,15.03,0.69,41.17,-2.82,-1.32,293.29,95.31,99122.8,22.12,107.53, 
29.54,47.2,7.65,15.53,0.7,41.95,-3.32,-0.5,293.76,93.45,99463.48,22.12,107.67, 
29.96,47.35,7.96,16.04,0.74,41.38,-3.81,-0.4,293.62,93.4,99243.64,22.12,107.82, 
32.32,49.09,7.91,15.97,0.77,40.81,-3.89,-0.48,292.69,96.26,98277.92,22.11,107.96, 
34.31,50.68,7.67,16.97,0.81,38.51,-3.34,-0.92,292.21,97.45,98035.03,22.11,108.11, 
32.67,48.42,7.61,16.07,0.83,41.27,-2.56,-1.6,292.99,94.84,99328.22,22.1,108.25, 
29.35,43.58,7.47,14.31,0.81,44.94,-2.44,-1.92,294.37,89.2,100881.45,22.1,108.4, 
26.95,40.25,7.67,13.94,0.81,46.25,-2.95,-1.27,295.19,85.87,101331.02,22.1,108.54, 
25.91,38.55,7.65,13.57,0.81,47.51,-3.24,-1.1,295.34,85.58,101307.95,22.09,108.69, 
24.73,36.53,7.33,13.03,0.79,49.59,-3.21,-0.59,295.54,85.13,101259.36,22.09,108.83, 
22.89,33.75,6.79,12.2,0.73,52.74,-3.41,0.88,295.73,83.86,101032.25,22.08,108.97, 
22.68,32.81,6.41,11.43,0.67,55.71,-3.92,1.97,295.93,81.75,100976.12,22.08,109.12, 
23.95,33.68,6.36,11.03,0.63,57.6,-4.43,2.5,295.94,80.88,100924.02,22.07,109.26, 
24.96,34.91,6.58,11.13,0.62,58.45,-4.82,2.62,295.87,80.5,100848.89,22.07,109.41, 
25.81,36.09,6.88,11.15,0.61,59.87,-5.32,2.44,295.81,79.96,100717.44,22.06,109.55, 
27.11,37.88,7.37,11.79,0.62,60.21,-5.54,2.35,295.55,80.47,100423.45,22.05,109.7, 
28.15,39.39,7.62,12.13,0.62,60.7,-5.48,2.85,295.49,80.46,100473.87,22.05,109.84, 
28.31,39.98,7.32,12.06,0.6,61.23,-5.56,3.24,295.45,80.14,100516.75,22.04,109.98, 
28.45,40.44,6.98,11.98,0.58,61.63,-5.44,2.75,295.42,79.62,100593.02,22.04,110.13, 
28.13,40.6,6.87,12.22,0.55,61.12,-5.2,2.46,295.55,78.69,100892.3,22.03,110.27, 
27.98,40.91,6.96,12.35,0.55,61.64,-5.08,2.46,295.71,77.63,101107.18,22.02,110.42, 
27.34,40.27,6.99,12.29,0.53,62.42,-5.09,2.41,295.92,76.2,101251.88,22.01,110.56, 
26.58,38.97,6.94,11.64,0.5,63.48,-5.51,2.35,296.15,74.67,101264.61,22.01,110.71, 
26.46,38.13,6.58,10.73,0.48,64.45,-7.14,1.99,296.43,73.01,101383.95,22,110.85, 
28.86,39.99,6.2,10.06,0.46,65.04,-9.17,0.81,295.26,77.1,99944.95,21.99,110.99, 
34.26,45.57,6.15,10.58,0.48,62.65,-8.67,-0.8,292.74,88.18,97596.62,21.99,111.14, 
39.77,52.06,6.49,12.56,0.52,57.54,-6.23,-1.11,291.97,92.41,97696.92,21.98,111.28, 
41.13,53.76,6.81,14.97,0.54,57.45,-4.59,-0.3,292.9,88.52,99190.75,21.97,111.43, 
41.27,54.02,7.14,17.29,0.55,58,-4.16,-0.4,294.03,84.64,100730.97,21.96,111.57, 
39.87,51.64,7.2,18.47,0.53,59.19,-5.03,-0.44,294.98,81.75,101737.38,21.95,111.71, 
39.37,50.54,6.79,18.59,0.5,60.13,-6.24,-0.63,294.85,83.06,101508.98,21.94,111.86, 
39.14,49.45,6.68,17.67,0.47,61.99,-6.5,-1.48,294.66,84.58,101411.48,21.94,112, 
38.28,48.54,6.36,17.7,0.45,63.89,-6.27,-1.87,294.66,85.56,101389.52,21.93,112.15, 
35.99,46.24,6.41,17.57,0.41,66.57,-6.2,-1.41,294.54,87.46,101026.46,21.92,112.29, 
32.4,43.02,5.78,18.3,0.38,69.99,-6.5,-1.29,294.59,88.23,100919.35,21.91,112.43, 
29.28,40.25,6.65,18.61,0.35,74.24,-7.14,-1.46,294.68,89.15,100958.54,21.9,112.58, 
25.29,35.8,5.7,12.53,0.31,87.03,-7.43,-2.36,294.85,90.6,101596.59,21.87,113.01, 
24.36,34.53,5.36,8.71,0.3,90.56,-7.33,-2.52,294.76,91.13,101676.77,21.86,113.15, 
19.53,22.06,5.46,1.01,0.21,67.68,0.29,3.08,289.97,67.35,87786.38,22.14,99.29, 
20.1,22.83,5.54,1.19,0.22,68.73,1.28,2.58,288.7,72.11,86215.81,22.15,99.43, 
20.41,23.73,5.66,2,0.22,64.22,1.14,0.85,288.88,75.02,88330.16,22.16,99.58, 
20.76,25.18,5.7,2.29,0.23,56.27,0.78,2.59,289.08,74.69,87776.3,22.16,99.72, 
21.28,28.37,5.77,3.6,0.26,45.92,1.1,3.55,288.73,75.33,86236.45,22.17,99.86, 
22.44,33.79,6.48,8.13,0.31,38.53,0.95,2.81,288.61,78,87357.29,22.18,100.01, 
22.97,38.7,6.77,13.37,0.37,34.83,0.55,2.3,289.32,75.81,88180.3,22.18,100.15, 
23.37,42.1,6.17,14.21,0.41,34.6,0.38,2.11,288.6,79.49,87294.81,22.19,100.3, 
23.94,44.11,6.01,14.73,0.42,32.75,1.58,3.63,287.88,79.61,85292.52,22.19,100.44, 
23.57,43.19,5.93,13.89,0.41,31.2,2.02,3.3,288.79,76.51,86084.12,22.2,100.59, 
23.62,45.91,7.61,25.95,0.49,31.13,0.71,1.67,290.74,73.05,90467.27,22.2,100.73, 
23.03,45.19,8.35,32.71,0.5,32.63,-0.45,0.86,290.66,75.73,91398.66,22.21,100.88, 
21.34,37.41,6.31,16.39,0.4,33.75,-0.97,1.79,290.07,78.41,89762.84,22.21,101.02, 
20.8,32.8,5.36,7.75,0.33,35.18,-0.92,1.34,289.41,81.28,89215.97,22.22,101.17, 
21.62,32.83,5.51,7.56,0.32,35.49,-0.66,0.8,288.81,83.38,88994.15,22.22,101.31, 
22.16,31.71,5.96,6.74,0.3,41.54,0.08,1.39,288.65,83.01,89152.95,22.23,101.45, 
48.69,73.35,15.83,13.8,0.69,43.94,-2.29,-1.47,292.35,95.53,98960.83,22.27,106.81, 
43.93,69.21,12.63,15.46,0.73,37.88,-2.6,-1.69,292.46,95.59,99185.48,22.27,106.95, 
41.36,66.93,10.63,16.49,0.75,35.75,-3.03,-1.8,292.5,96.06,99317.38,22.26,107.1, 
39.4,64.19,9.07,16.95,0.76,34.62,-3.37,-1.97,292.54,96.4,99438.44,22.26,107.24, 
38.3,61.67,8.11,17.24,0.76,34.37,-3.26,-2.34,292.52,96.82,99454.59,22.26,107.39, 
36.12,57.19,7.56,17.23,0.76,35.71,-3.09,-2.31,292.72,96.75,99653.37,22.26,107.53, 
33.58,53.23,7.46,17.32,0.76,37.08,-3.81,-1.36,293.04,95.32,99229.91,22.25,107.68, 
34.26,53.17,7.63,17.85,0.78,37.15,-4.2,-0.73,292.48,96.57,98391.59,22.25,107.82, 
35.7,53.63,7.45,18.32,0.81,35.92,-3.5,-0.69,292.09,97.89,98349.3,22.25,107.97, 
36.41,53.2,7.27,17.96,0.84,36.75,-2.78,-1.01,292.27,96.74,99075.18,22.24,108.11, 
35.15,51.08,7.3,17.5,0.86,38.89,-2.56,-1.54,292.93,93.45,99821.96,22.24,108.26, 
32.65,47.15,7.27,15.71,0.84,42.42,-2.9,-1.8,293.87,88.94,100561.98,22.23,108.4, 
31.02,44.75,7.39,15.05,0.85,44.37,-3.56,-1.76,294.4,86.4,100723.48,22.23,108.55, 
30.58,43.83,7.59,14.73,0.85,45.41,-3.59,-1.82,294.37,87.13,100577.16,22.22,108.69, 
29.24,41.73,7.76,14.63,0.85,46.58,-3.04,-1.74,294.67,86.59,100930.38,22.22,108.83, 
26.84,38.5,7.61,14.16,0.81,48.91,-2.86,-0.66,295.11,85.37,101000.36,22.21,108.98, 
24.78,35.58,7.11,12.96,0.74,52.61,-3.23,0.8,295.58,82.6,100936.64,22.21,109.12, 
24.45,34.2,6.7,11.7,0.66,55.58,-3.88,1.92,295.67,81.08,100723.48,22.2,109.27, 
24.87,34.32,6.66,11.32,0.63,57.39,-4.68,2.64,295.63,80.32,100556.87,22.2,109.41, 
25.94,35.51,6.96,11.38,0.63,58.94,-5.37,2.74,295.2,81.27,99964.68,22.19,109.56, 
27.49,37.41,7.61,12.26,0.65,59.74,-4.98,2.22,294.59,83.37,99393.84,22.19,109.7, 
28.93,39.73,7.76,12.71,0.65,58.22,-4.37,2.28,295.36,79.96,100618.04,22.18,109.85, 
27.83,38.58,7.1,11.79,0.6,60.09,-4.97,3.05,295.87,77.12,100881.61,22.18,109.99, 
27.78,38.56,6.45,11.09,0.56,61.45,-5.55,3.28,295.12,79.31,99905.72,22.17,110.14, 
27.03,37.93,6.07,11.02,0.53,61.37,-5.24,2.94,295.07,79.28,100034.77,22.16,110.28, 
26.47,37.61,5.96,11.05,0.51,61.68,-4.97,2.6,295.35,77.7,100418.22,22.16,110.42, 
25.52,36.41,5.81,10.77,0.49,62.91,-4.97,2.45,295.66,75.84,100675.77,22.15,110.57, 
24.48,34.81,5.7,10.11,0.47,64.14,-5.47,2.35,295.98,74.34,101012.76,22.14,110.71, 
24.36,34.03,5.54,9.45,0.45,65.39,-7.48,1.87,296.26,72.84,101154.11,22.13,110.86, 
26.7,36.09,5.47,9.2,0.43,66.04,-9.52,1.08,294.84,77.75,99432,22.13,111, 
32.48,42.47,5.65,10.04,0.45,63.42,-8.5,0.26,292.23,89.89,96973.2,22.12,111.15, 
38.06,49.56,6.15,12.41,0.51,58.12,-5.81,-0.39,292.12,91.57,97680.27,22.11,111.29, 
40.01,52.12,6.59,14.5,0.55,57.94,-4.47,-0.41,293.61,85.26,99811.39,22.1,111.43, 
41.56,54.16,6.91,16.3,0.57,57.94,-4.3,-0.52,294.23,82.83,100704.17,22.1,111.58, 
41.05,52.85,6.93,16.72,0.55,59.14,-5.08,-0.13,294.68,81.54,101074.18,22.09,111.72, 
40.52,51.86,6.46,16.65,0.52,59.96,-6.48,0.03,294.61,82.55,100805.72,22.08,111.87, 
40.98,51.88,5.87,16.61,0.5,60.66,-6.79,-0.9,294.09,85.18,100406.32,22.07,112.01, 
41.33,52.58,5.7,17.62,0.49,61.03,-5.93,-1.61,294.16,85.49,100851.08,22.06,112.16, 
40.54,52.47,5.73,18.64,0.49,61.73,-5.45,-1.42,294.61,84.44,101463.94,22.05,112.3, 
37.35,48.92,5.35,17.77,0.44,65.15,-5.79,-0.81,294.67,85.22,101294.59,22.04,112.44, 
34.51,45.99,5.62,16.86,0.4,68.83,-6.2,-0.62,294.41,86.86,100977.88,22.03,112.59, 
32.14,43.99,6.16,16.87,0.38,72.03,-6.4,-0.9,294.49,87.31,101079.95,22.02,112.73, 
29.89,42.62,6.37,15.91,0.36,76.55,-6.46,-1.4,294.59,88.17,101370.73,22.01,112.88, 
23.48,32.71,4.31,5.78,0.29,94.2,-7.43,-2.61,294.82,91,101753.86,21.95,113.74, 
19.09,21.61,5.3,1.16,0.21,67.86,0.39,3.14,289.93,67.91,88255.56,22.28,99.28, 
19.85,22.83,5.43,1.5,0.22,67.44,0.58,2.78,288.71,72.73,86778.82,22.28,99.42, 
20.41,24.16,5.66,2.65,0.23,62.73,0.77,0.93,288.28,76.95,87342.84,22.29,99.57, 
21.14,26.2,5.77,3.35,0.24,52.82,0.98,1.53,288.3,77.3,87673.26,22.3,99.71, 
21.18,28.25,5.84,4.36,0.26,43.21,0.78,2.83,288.8,74.68,87298.11,22.3,99.86, 
21.62,31.78,6.26,7.75,0.3,38.12,0.3,2.2,288.63,76.32,86942.73,22.31,100, 
21.86,35.36,6.4,11.49,0.34,36.54,1.01,2.12,287.8,79.42,85150.32,22.32,100.15, 
22.52,39,6.15,12.65,0.37,35.1,2.45,2.62,287.33,82.43,84818.88,22.32,100.29, 
22.63,40.98,6,13.56,0.4,32.79,2.72,3.59,288.71,76.62,86588.88,22.33,100.44, 
22.09,40.53,5.99,13.74,0.4,31.17,1.16,2.78,290.33,72.14,89036.34,22.33,100.58, 
22.3,42.29,7.1,23.17,0.45,32.23,-0.47,1.62,290.37,74.95,90764.11,22.34,100.73, 
21.6,40.66,7.06,25.36,0.44,34.18,-0.93,1.03,289.99,77.83,90046.86,22.34,100.87, 
20.79,36.38,6.05,16.21,0.38,34.69,-0.73,1.66,289.35,80.1,88826.92,22.35,101.02, 
20.31,32.57,5.4,9.13,0.33,36.33,-0.53,1.25,289.01,81.99,89022.68,22.35,101.16, 
20.92,32.17,5.52,7.39,0.32,36.85,-0.42,1.26,288.65,83.55,89440.73,22.36,101.3, 
21.35,31.44,5.87,7.11,0.3,40.02,-0.11,1.4,288.57,82.84,89418.13,22.36,101.45, 
22.46,30.3,6.7,6.43,0.28,47.37,0.14,1.18,288.46,83.19,89744.12,22.37,101.59, 
56.24,78.95,17.19,11.5,0.66,48.06,-2.94,-1.15,292.25,95.2,98563.46,22.41,106.67, 
48.61,74.6,15.09,14.58,0.73,39.42,-2.72,-1.72,292.36,95.09,99065.36,22.4,106.81, 
45.36,70.7,12.4,15.46,0.76,36.77,-2.54,-1.86,292.34,95.72,99213.07,22.4,106.96, 
